35 generic
0 0 5
0 1 2
0 2 5
0 3 2
0 4 0
0 5 1
0 6 0
0 7 5
0 8 0
0 9 3
0 10 0
0 11 3
0 12 1
0 13 0
0 14 1
0 15 4
0 16 0
0 17 0
0 18 2
0 19 2
0 20 0
0 21 2
0 22 5
0 23 4
0 24 1
0 25 0
0 26 1
0 27 5
0 28 3
0 29 2
0 30 0
0 31 4
0 32 0
0 33 0
0 34 0
1 0 4
1 1 5
1 2 2
1 3 0
1 4 0
1 5 0
1 6 4
1 7 5
1 8 1
1 9 3
1 10 1
1 11 4
1 12 1
1 13 3
1 14 0
1 15 3
1 16 2
1 17 4
1 18 0
1 19 5
1 20 0
1 21 3
1 22 5
1 23 4
1 24 2
1 25 0
1 26 2
1 27 3
1 28 5
1 29 5
1 30 1
1 31 5
1 32 0
1 33 1
1 34 0
2 0 4
2 1 1
2 2 2
2 3 3
2 4 1
2 5 5
2 6 3
2 7 3
2 8 1
2 9 5
2 10 4
2 11 5
2 12 0
2 13 4
2 14 2
2 15 0
2 16 2
2 17 4
2 18 3
2 19 5
2 20 1
2 21 0
2 22 5
2 23 4
2 24 0
2 25 5
2 26 0
2 27 1
2 28 0
2 29 4
2 30 4
2 31 0
2 32 4
2 33 3
2 34 2
3 0 4
3 1 3
3 2 5
3 3 0
3 4 2
3 5 1
3 6 5
3 7 0
3 8 1
3 9 1
3 10 4
3 11 4
3 12 4
3 13 3
3 14 1
3 15 0
3 16 2
3 17 5
3 18 2
3 19 4
3 20 1
3 21 0
3 22 2
3 23 3
3 24 3
3 25 3
3 26 2
3 27 3
3 28 0
3 29 0
3 30 0
3 31 3
3 32 2
3 33 2
3 34 2
4 0 4
4 1 3
4 2 0
4 3 5
4 4 3
4 5 4
4 6 4
4 7 1
4 8 3
4 9 3
4 10 0
4 11 1
4 12 5
4 13 0
4 14 0
4 15 0
4 16 2
4 17 3
4 18 2
4 19 0
4 20 2
4 21 4
4 22 4
4 23 0
4 24 2
4 25 3
4 26 4
4 27 4
4 28 4
4 29 2
4 30 0
4 31 4
4 32 0
4 33 5
4 34 0
5 0 0
5 1 2
5 2 2
5 3 2
5 4 3
5 5 2
5 6 1
5 7 4
5 8 3
5 9 0
5 10 3
5 11 2
5 12 5
5 13 2
5 14 3
5 15 5
5 16 2
5 17 3
5 18 0
5 19 2
5 20 3
5 21 1
5 22 2
5 23 2
5 24 5
5 25 0
5 26 1
5 27 4
5 28 2
5 29 2
5 30 0
5 31 4
5 32 2
5 33 2
5 34 3
6 0 3
6 1 1
6 2 5
6 3 4
6 4 5
6 5 2
6 6 3
6 7 0
6 8 2
6 9 1
6 10 4
6 11 0
6 12 4
6 13 3
6 14 3
6 15 0
6 16 5
6 17 0
6 18 5
6 19 3
6 20 2
6 21 1
6 22 2
6 23 4
6 24 4
6 25 2
6 26 2
6 27 0
6 28 4
6 29 5
6 30 4
6 31 4
6 32 2
6 33 0
6 34 4
7 0 0
7 1 4
7 2 0
7 3 1
7 4 3
7 5 4
7 6 3
7 7 3
7 8 0
7 9 4
7 10 3
7 11 2
7 12 3
7 13 0
7 14 1
7 15 3
7 16 5
7 17 0
7 18 3
7 19 4
7 20 5
7 21 0
7 22 4
7 23 1
7 24 4
7 25 5
7 26 3
7 27 1
7 28 5
7 29 1
7 30 0
7 31 3
7 32 3
7 33 0
7 34 4
8 0 0
8 1 5
8 2 3
8 3 0
8 4 4
8 5 0
8 6 1
8 7 0
8 8 5
8 9 0
8 10 0
8 11 2
8 12 3
8 13 0
8 14 1
8 15 3
8 16 0
8 17 0
8 18 2
8 19 1
8 20 4
8 21 2
8 22 4
8 23 2
8 24 3
8 25 0
8 26 4
8 27 0
8 28 0
8 29 5
8 30 5
8 31 1
8 32 4
8 33 4
8 34 4
9 0 5
9 1 0
9 2 0
9 3 0
9 4 4
9 5 4
9 6 3
9 7 1
9 8 5
9 9 1
9 10 2
9 11 4
9 12 3
9 13 5
9 14 3
9 15 0
9 16 1
9 17 3
9 18 2
9 19 1
9 20 1
9 21 2
9 22 1
9 23 0
9 24 3
9 25 3
9 26 1
9 27 4
9 28 3
9 29 1
9 30 5
9 31 0
9 32 4
9 33 3
9 34 4
10 0 0
10 1 5
10 2 0
10 3 0
10 4 3
10 5 3
10 6 4
10 7 1
10 8 3
10 9 2
10 10 1
10 11 5
10 12 3
10 13 0
10 14 2
10 15 5
10 16 5
10 17 2
10 18 4
10 19 1
10 20 1
10 21 4
10 22 3
10 23 5
10 24 2
10 25 2
10 26 3
10 27 3
10 28 0
10 29 0
10 30 4
10 31 2
10 32 1
10 33 3
10 34 2
11 0 5
11 1 4
11 2 0
11 3 4
11 4 0
11 5 0
11 6 5
11 7 0
11 8 0
11 9 2
11 10 3
11 11 4
11 12 1
11 13 0
11 14 1
11 15 0
11 16 3
11 17 1
11 18 0
11 19 0
11 20 2
11 21 0
11 22 0
11 23 4
11 24 4
11 25 4
11 26 5
11 27 3
11 28 3
11 29 0
11 30 1
11 31 3
11 32 0
11 33 5
11 34 1
12 0 1
12 1 0
12 2 0
12 3 2
12 4 4
12 5 5
12 6 3
12 7 4
12 8 1
12 9 4
12 10 1
12 11 5
12 12 3
12 13 3
12 14 4
12 15 5
12 16 0
12 17 0
12 18 0
12 19 0
12 20 0
12 21 2
12 22 0
12 23 0
12 24 0
12 25 2
12 26 1
12 27 2
12 28 2
12 29 0
12 30 5
12 31 0
12 32 0
12 33 4
12 34 4
13 0 1
13 1 4
13 2 1
13 3 2
13 4 0
13 5 5
13 6 1
13 7 2
13 8 0
13 9 3
13 10 0
13 11 0
13 12 0
13 13 2
13 14 3
13 15 2
13 16 4
13 17 0
13 18 3
13 19 4
13 20 3
13 21 4
13 22 1
13 23 0
13 24 1
13 25 0
13 26 4
13 27 2
13 28 1
13 29 0
13 30 4
13 31 2
13 32 0
13 33 0
13 34 2
14 0 1
14 1 1
14 2 0
14 3 0
14 4 0
14 5 1
14 6 5
14 7 0
14 8 5
14 9 2
14 10 4
14 11 1
14 12 0
14 13 0
14 14 0
14 15 2
14 16 0
14 17 0
14 18 3
14 19 4
14 20 0
14 21 3
14 22 0
14 23 5
14 24 4
14 25 3
14 26 0
14 27 0
14 28 5
14 29 5
14 30 2
14 31 0
14 32 1
14 33 2
14 34 2
15 0 0
15 1 1
15 2 4
15 3 0
15 4 4
15 5 0
15 6 0
15 7 2
15 8 3
15 9 4
15 10 3
15 11 4
15 12 1
15 13 3
15 14 3
15 15 5
15 16 0
15 17 2
15 18 1
15 19 0
15 20 0
