32 generic
0 0 5
0 1 5
0 2 0
0 3 2
0 4 0
0 5 5
0 6 2
0 7 5
0 8 0
0 9 4
0 10 3
0 11 5
0 12 5
0 13 3
0 14 0
0 15 1
0 16 0
0 17 2
0 18 5
0 19 0
0 20 5
0 21 4
0 22 2
0 23 0
0 24 0
0 25 2
0 26 3
0 27 1
0 28 3
0 29 2
0 30 3
0 31 5
1 0 1
1 1 0
1 2 1
1 3 1
1 4 1
1 5 0
1 6 2
1 7 0
1 8 3
1 9 3
1 10 4
1 11 0
1 12 5
1 13 4
1 14 1
1 15 5
1 16 5
1 17 0
1 18 2
1 19 2
1 20 1
1 21 2
1 22 1
1 23 4
1 24 3
1 25 0
1 26 2
1 27 4
1 28 0
1 29 5
1 30 0
1 31 0
2 0 0
2 1 0
2 2 3
2 3 3
2 4 2
2 5 1
2 6 5
2 7 1
2 8 1
2 9 5
2 10 1
2 11 0
2 12 3
2 13 0
2 14 0
2 15 4
2 16 3
2 17 4
2 18 0
2 19 2
2 20 1
2 21 0
2 22 2
2 23 4
2 24 1
2 25 2
2 26 2
2 27 1
2 28 0
2 29 5
2 30 4
2 31 5
3 0 0
3 1 4
3 2 5
3 3 2
3 4 1
3 5 2
3 6 2
3 7 4
3 8 2
3 9 0
3 10 3
3 11 4
3 12 5
3 13 0
3 14 0
3 15 0
3 16 3
3 17 5
3 18 0
3 19 5
3 20 0
3 21 3
3 22 3
3 23 4
3 24 0
3 25 0
3 26 0
3 27 1
3 28 3
3 29 1
3 30 0
3 31 2
4 0 1
4 1 0
4 2 1
4 3 3
4 4 5
4 5 1
4 6 2
4 7 3
4 8 0
4 9 3
4 10 2
4 11 0
4 12 3
4 13 5
4 14 0
4 15 3
4 16 4
4 17 4
4 18 0
4 19 3
4 20 5
4 21 2
4 22 4
4 23 4
4 24 2
4 25 0
4 26 5
4 27 0
4 28 3
4 29 1
4 30 1
4 31 2
5 0 4
5 1 4
5 2 5
5 3 0
5 4 3
5 5 0
5 6 1
5 7 0
5 8 0
5 9 5
5 10 2
5 11 5
5 12 2
5 13 4
5 14 3
5 15 0
5 16 3
5 17 5
5 18 1
5 19 0
5 20 4
5 21 1
5 22 5
5 23 4
5 24 1
5 25 2
5 26 0
5 27 3
5 28 0
5 29 4
5 30 3
5 31 0
6 0 2
6 1 1
6 2 4
6 3 5
6 4 1
6 5 4
6 6 5
6 7 0
6 8 4
6 9 5
6 10 2
6 11 0
6 12 0
6 13 5
6 14 3
6 15 4
6 16 0
6 17 3
6 18 1
6 19 3
6 20 1
6 21 4
6 22 5
6 23 2
6 24 1
6 25 5
6 26 1
6 27 4
6 28 0
6 29 4
6 30 5
6 31 1
7 0 1
7 1 0
7 2 3
7 3 3
7 4 0
7 5 0
