35 generic
0 0 0
0 1 1
0 2 5
0 3 1
0 4 4
0 5 1
0 6 3
0 7 0
0 8 3
0 9 1
0 10 2
0 11 4
0 12 3
0 13 0
0 14 5
0 15 0
0 16 5
0 17 0
0 18 2
0 19 0
0 20 3
0 21 0
0 22 5
0 23 5
0 24 0
0 25 4
0 26 2
0 27 1
0 28 0
0 29 4
0 30 0
0 31 4
0 32 3
0 33 0
0 34 2
1 0 3
1 1 3
1 2 2
1 3 3
1 4 3
1 5 1
1 6 3
1 7 2
1 8 2
1 9 3
1 10 4
1 11 0
1 12 1
1 13 1
1 14 0
1 15 4
1 16 0
1 17 0
1 18 1
1 19 3
1 20 5
1 21 4
1 22 4
1 23 2
1 24 4
1 25 0
1 26 5
1 27 2
1 28 0
1 29 2
1 30 0
1 31 0
1 32 2
1 33 0
1 34 5
2 0 1
2 1 4
2 2 1
2 3 1
2 4 0
2 5 2
2 6 4
2 7 3
2 8 4
2 9 3
2 10 0
2 11 4
2 12 2
2 13 1
2 14 1
2 15 5
2 16 0
2 17 3
2 18 4
2 19 5
2 20 2
2 21 2
2 22 3
2 23 1
2 24 0
2 25 4
2 26 4
2 27 5
2 28 2
2 29 5
2 30 1
2 31 4
2 32 3
2 33 4
2 34 0
3 0 5
3 1 2
3 2 0
3 3 3
3 4 4
3 5 4
3 6 1
3 7 2
3 8 0
3 9 1
3 10 1
3 11 3
3 12 1
3 13 2
3 14 3
3 15 1
3 16 1
3 17 3
3 18 2
3 19 4
3 20 0
3 21 4
3 22 4
3 23 0
3 24 2
3 25 0
3 26 5
3 27 1
3 28 0
3 29 4
3 30 0
3 31 3
3 32 3
3 33 5
3 34 0
4 0 2
4 1 3
4 2 5
4 3 0
4 4 4
4 5 3
4 6 0
4 7 5
4 8 2
4 9 5
4 10 1
4 11 4
4 12 0
4 13 4
4 14 2
4 15 3
4 16 2
4 17 5
4 18 2
4 19 2
4 20 5
4 21 3
4 22 5
4 23 3
4 24 4
4 25 5
4 26 0
4 27 4
4 28 0
4 29 3
4 30 5
4 31 2
4 32 3
4 33 4
4 34 5
5 0 3
5 1 0
5 2 2
5 3 3
5 4 2
5 5 2
5 6 3
5 7 3
5 8 2
5 9 3
5 10 5
