36 generic
0 0 0
0 1 0
0 2 1
0 3 0
0 4 2
0 5 0
0 6 1
0 7 4
0 8 0
0 9 0
0 10 0
0 11 4
0 12 0
0 13 0
0 14 0
0 15 5
0 16 5
0 17 0
0 18 3
0 19 0
0 20 3
0 21 0
0 22 0
0 23 0
0 24 2
0 25 0
0 26 0
0 27 0
0 28 3
0 29 0
0 30 4
0 31 2
0 32 4
0 33 0
0 34 3
0 35 3
1 0 1
1 1 4
1 2 1
1 3 0
1 4 4
1 5 1
1 6 3
1 7 0
1 8 4
1 9 0
1 10 2
1 11 0
1 12 0
1 13 1
1 14 0
1 15 0
1 16 4
1 17 0
1 18 0
1 19 3
1 20 0
1 21 4
1 22 0
1 23 1
1 24 4
1 25 3
1 26 5
1 27 2
1 28 1
1 29 0
1 30 4
1 31 0
1 32 0
1 33 1
1 34 0
1 35 0
2 0 0
2 1 0
2 2 3
2 3 0
2 4 4
2 5 0
2 6 0
2 7 2
2 8 0
2 9 0
2 10 0
2 11 0
2 12 0
2 13 2
2 14 0
2 15 2
2 16 0
2 17 5
2 18 0
2 19 1
2 20 0
2 21 1
2 22 5
2 23 0
2 24 3
2 25 0
2 26 1
2 27 3
2 28 0
2 29 0
2 30 2
2 31 0
2 32 2
2 33 0
2 34 0
2 35 0
3 0 3
3 1 4
3 2 0
3 3 0
3 4 0
3 5 0
3 6 1
3 7 0
3 8 5
3 9 0
3 10 2
3 11 5
3 12 0
3 13 0
3 14 0
3 15 2
3 16 2
3 17 3
3 18 2
3 19 3
3 20 2
3 21 0
3 22 2
3 23 3
3 24 0
3 25 3
3 26 0
3 27 0
3 28 5
3 29 0
3 30 5
3 31 4
3 32 5
3 33 0
3 34 0
3 35 0
4 0 3
4 1 0
4 2 5
4 3 0
4 4 0
4 5 1
4 6 0
4 7 0
4 8 2
4 9 4
4 10 0
4 11 0
4 12 0
4 13 0
4 14 0
4 15 0
4 16 4
4 17 3
4 18 0
4 19 0
4 20 0
4 21 2
4 22 3
4 23 0
4 24 0
4 25 1
4 26 2
4 27 1
4 28 0
4 29 4
4 30 0
4 31 0
4 32 0
4 33 0
4 34 0
4 35 0
5 0 0
5 1 0
5 2 1
5 3 2
5 4 0
5 5 0
5 6 1
5 7 4
5 8 0
5 9 0
5 10 2
5 11 0
5 12 2
5 13 1
5 14 2
5 15 5
5 16 0
5 17 0
5 18 4
5 19 0
5 20 0
5 21 0
5 22 0
5 23 2
5 24 0
5 25 4
5 26 0
5 27 5
5 28 0
5 29 5
5 30 0
5 31 0
5 32 1
5 33 0
5 34 5
5 35 0
6 0 0
6 1 0
6 2 0
6 3 0
6 4 5
6 5 5
6 6 4
6 7 0
6 8 5
6 9 5
6 10 3
6 11 0
6 12 0
6 13 3
6 14 3
6 15 2
6 16 3
6 17 0
6 18 2
6 19 1
6 20 4
6 21 4
6 22 5
6 23 1
6 24 1
6 25 4
6 26 1
6 27 0
6 28 4
6 29 0
6 30 1
6 31 1
6 32 4
6 33 0
6 34 0
6 35 2
7 0 0
7 1 0
7 2 2
7 3 1
7 4 5
7 5 0
7 6 0
7 7 0
7 8 5
7 9 0
7 10 0
7 11 0
7 12 0
7 13 4
7 14 4
7 15 0
7 16 3
7 17 1
7 18 3
7 19 3
7 20 0
7 21 0
7 22 0
7 23 0
7 24 0
7 25 0
7 26 0
7 27 1
7 28 0
7 29 0
7 30 0
7 31 1
7 32 2
7 33 0
7 34 0
7 35 0
8 0 2
8 1 0
8 2 1
8 3 4
8 4 0
8 5 2
8 6 4
8 7 0
8 8 0
8 9 1
8 10 0
8 11 4
8 12 2
8 13 0
8 14 5
8 15 3
8 16 0
8 17 0
8 18 0
8 19 1
8 20 0
8 21 2
8 22 0
8 23 0
8 24 0
8 25 0
8 26 2
8 27 0
8 28 1
8 29 0
8 30 0
8 31 0
8 32 0
8 33 3
8 34 0
8 35 4
9 0 3
9 1 0
9 2 0
9 3 2
9 4 0
9 5 0
9 6 0
9 7 0
9 8 0
9 9 2
9 10 0
9 11 0
9 12 4
9 13 3
9 14 0
9 15 5
9 16 4
9 17 1
9 18 0
9 19 0
9 20 5
9 21 4
9 22 0
9 23 4
9 24 0
9 25 2
9 26 1
9 27 0
9 28 0
9 29 0
9 30 1
9 31 4
9 32 4
9 33 5
9 34 0
9 35 0
10 0 3
10 1 0
10 2 1
10 3 1
10 4 0
10 5 4
10 6 0
10 7 4
10 8 0
10 9 2
10 10 5
10 11 0
10 12 2
10 13 2
10 14 0
10 15 0
10 16 3
10 17 3
10 18 5
10 19 0
10 20 2
10 21 1
10 22 0
10 23 0
10 24 0
10 25 0
10 26 0
10 27 0
10 28 0
10 29 0
10 30 5
10 31 0
10 32 2
10 33 0
10 34 5
10 35 3
11 0 5
11 1 0
11 2 0
11 3 0
11 4 1
11 5 3
11 6 0
11 7 0
11 8 3
11 9 3
11 10 3
11 11 3
11 12 0
11 13 2
11 14 0
11 15 3
11 16 3
11 17 0
11 18 0
11 19 0
11 20 5
11 21 0
11 22 4
11 23 0
11 24 0
11 25 0
11 26 4
11 27 0
11 28 1
11 29 0
11 30 0
11 31 0
11 32 4
11 33 2
11 34 2
11 35 5
12 0 0
12 1 0
12 2 0
12 3 3
12 4 3
12 5 0
12 6 1
12 7 4
12 8 0
12 9 4
12 10 0
12 11 1
12 12 2
12 13 3
12 14 0
12 15 1
12 16 0
12 17 0
12 18 5
12 19 0
12 20 0
12 21 5
12 22 2
12 23 1
12 24 0
12 25 0
12 26 4
12 27 0
12 28 0
12 29 5
12 30 0
12 31 1
12 32 5
12 33 0
12 34 2
12 35 0
13 0 0
13 1 5
13 2 0
13 3 0
13 4 2
13 5 2
13 6 2
13 7 0
13 8 0
13 9 0
13 10 5
13 11 0
13 12 1
13 13 0
13 14 3
13 15 2
13 16 0
13 17 1
13 18 1
13 19 2
13 20 0
13 21 3
13 22 3
13 23 2
13 24 0
13 25 4
13 26 0
13 27 0
13 28 0
13 29 2
13 30 5
13 31 0
13 32 1
13 33 0
13 34 0
13 35 4
14 0 0
14 1 1
14 2 2
14 3 3
14 4 0
14 5 0
14 6 0
14 7 0
14 8 2
14 9 0
14 10 3
14 11 0
14 12 3
14 13 3
14 14 0
14 15 0
14 16 4
14 17 0
14 18 5
14 19 0
14 20 5
14 21 0
14 22 0
14 23 2
14 24 0
14 25 1
14 26 2
14 27 5
14 28 1
14 29 5
14 30 0
14 31 0
14 32 2
14 33 3
14 34 5
14 35 3
15 0 1
15 1 4
15 2 0
15 3 0
15 4 0
15 5 0
15 6 0
15 7 0
15 8 0
15 9 1
15 10 1
15 11 3
15 12 0
15 13 0
15 14 5
15 15 0
15 16 0
15 17 5
15 18 1
15 19 5
15 20 0
15 21 2
15 22 3
15 23 0
15 24 0
15 25 1
15 26 1
15 27 2
15 28 0
15 29 0
15 30 0
15 31 5
15 32 5
15 33 0
15 34 1
15 35 5
16 0 0
16 1 5
16 2 4
16 3 0
16 4 3
16 5 4
16 6 2
16 7 5
16 8 1
16 9 0
16 10 5
16 11 4
16 12 0
16 13 5
16 14 0
16 15 0
16 16 0
16 17 0
16 18 3
16 19 4
16 20 0
16 21 4
16 22 0
16 23 0
16 24 5
16 25 5
16 26 5
16 27 3
16 28 5
16 29 4
16 30 0
16 31 4
16 32 4
16 33 0
16 34 0
16 35 0
17 0 0
17 1 5
17 2 0
17 3 0
17 4 2
17 5 0
17 6 4
17 7 1
17 8 0
17 9 0
17 10 0
