32 generic
0 0 0
0 1 0
0 2 0
0 3 5
0 4 3
0 5 5
0 6 2
0 7 4
0 8 3
0 9 4
0 10 0
0 11 5
0 12 1
0 13 2
0 14 5
0 15 4
0 16 1
0 17 0
0 18 3
0 19 1
0 20 0
0 21 1
0 22 0
0 23 4
0 24 3
0 25 3
0 26 5
0 27 0
0 28 0
0 29 0
0 30 3
0 31 5
1 0 0
1 1 0
1 2 5
1 3 2
1 4 4
1 5 4
1 6 1
1 7 2
1 8 0
1 9 1
1 10 1
1 11 5
1 12 1
1 13 0
1 14 5
1 15 0
1 16 2
1 17 4
1 18 2
1 19 2
1 20 0
1 21 0
1 22 1
1 23 0
1 24 2
1 25 0
1 26 3
1 27 1
1 28 0
1 29 1
1 30 1
1 31 4
2 0 0
2 1 5
2 2 2
2 3 2
2 4 4
2 5 2
2 6 1
2 7 0
2 8 3
2 9 2
2 10 2
2 11 4
2 12 3
2 13 4
2 14 4
2 15 4
2 16 2
2 17 3
2 18 4
2 19 1
2 20 5
2 21 0
2 22 0
2 23 2
2 24 3
2 25 1
2 26 1
2 27 3
2 28 5
2 29 2
2 30 4
2 31 5
3 0 3
3 1 0
3 2 2
3 3 0
3 4 1
3 5 1
3 6 1
3 7 4
3 8 5
3 9 1
3 10 1
3 11 4
3 12 0
3 13 5
3 14 4
3 15 4
3 16 5
3 17 0
3 18 0
3 19 0
3 20 5
3 21 5
3 22 2
3 23 0
3 24 4
3 25 1
3 26 1
3 27 0
3 28 0
3 29 3
3 30 0
3 31 3
4 0 5
4 1 0
4 2 5
4 3 3
4 4 4
4 5 5
4 6 0
4 7 5
4 8 3
4 9 4
4 10 1
4 11 0
4 12 4
4 13 4
4 14 0
4 15 1
4 16 3
4 17 2
4 18 2
4 19 3
4 20 3
4 21 0
4 22 0
4 23 2
4 24 1
4 25 0
4 26 5
4 27 0
4 28 1
4 29 2
4 30 3
4 31 5
5 0 1
5 1 3
5 2 4
5 3 3
5 4 0
5 5 0
5 6 5
5 7 4
5 8 2
5 9 0
5 10 2
5 11 1
5 12 1
5 13 3
5 14 0
5 15 4
5 16 5
5 17 3
5 18 3
5 19 4
5 20 0
5 21 1
5 22 2
5 23 5
5 24 5
5 25 1
5 26 3
5 27 3
5 28 1
5 29 2
5 30 4
5 31 3
6 0 0
6 1 4
6 2 2
6 3 5
6 4 4
6 5 2
6 6 0
6 7 3
6 8 5
6 9 0
6 10 5
6 11 1
6 12 3
6 13 3
6 14 1
6 15 1
6 16 0
6 17 4
6 18 2
6 19 0
6 20 0
6 21 3
6 22 3
6 23 0
6 24 0
6 25 0
6 26 2
6 27 3
6 28 4
6 29 4
6 30 0
6 31 1
7 0 3
7 1 2
7 2 1
7 3 4
7 4 0
7 5 5
7 6 1
7 7 4
7 8 0
7 9 5
7 10 3
7 11 1
7 12 0
7 13 1
7 14 0
7 15 4
7 16 5
7 17 1
7 18 4
7 19 3
7 20 3
7 21 0
7 22 3
7 23 4
7 24 3
7 25 1
7 26 3
7 27 2
7 28 0
7 29 1
7 30 2
7 31 1
8 0 1
8 1 5
8 2 0
8 3 4
8 4 0
8 5 5
8 6 0
8 7 4
8 8 2
8 9 2
8 10 0
8 11 2
8 12 5
8 13 5
8 14 1
8 15 3
8 16 2
8 17 3
8 18 2
8 19 2
8 20 5
8 21 0
8 22 4
8 23 4
8 24 2
8 25 3
8 26 4
8 27 2
8 28 3
8 29 3
8 30 0
8 31 5
9 0 1
9 1 2
9 2 0
9 3 5
9 4 0
9 5 1
9 6 4
9 7 3
9 8 0
9 9 0
9 10 0
9 11 3
9 12 5
9 13 0
9 14 3
9 15 1
9 16 4
9 17 3
9 18 3
9 19 2
9 20 2
9 21 5
9 22 3
9 23 3
9 24 3
9 25 4
9 26 0
9 27 0
9 28 3
9 29 4
9 30 0
9 31 1
10 0 1
10 1 2
10 2 4
10 3 5
10 4 0
10 5 0
10 6 0
10 7 1
10 8 0
10 9 3
10 10 4
10 11 1
10 12 4
10 13 0
10 14 5
10 15 1
10 16 0
10 17 1
10 18 0
10 19 4
10 20 2
10 21 3
10 22 4
10 23 4
10 24 0
10 25 1
10 26 0
10 27 3
10 28 4
10 29 1
10 30 3
10 31 0
11 0 0
11 1 0
11 2 3
11 3 2
11 4 5
11 5 4
11 6 4
11 7 0
11 8 3
11 9 0
11 10 1
11 11 4
11 12 4
11 13 0
11 14 1
11 15 2
11 16 4
11 17 2
11 18 5
11 19 1
11 20 0
11 21 3
11 22 0
11 23 1
11 24 3
11 25 3
11 26 1
11 27 5
11 28 4
11 29 2
11 30 5
11 31 2
12 0 2
12 1 4
12 2 5
12 3 5
12 4 0
12 5 0
12 6 2
12 7 0
12 8 4
12 9 4
12 10 4
12 11 1
12 12 0
12 13 2
12 14 2
12 15 0
12 16 3
12 17 2
12 18 4
12 19 4
12 20 0
12 21 3
12 22 0
12 23 3
12 24 1
12 25 5
12 26 0
12 27 3
12 28 0
12 29 0
12 30 4
12 31 0
13 0 2
13 1 5
13 2 2
13 3 2
13 4 5
13 5 0
13 6 3
13 7 3
13 8 0
13 9 0
13 10 4
13 11 0
13 12 4
13 13 5
13 14 0
13 15 3
13 16 1
13 17 2
13 18 5
13 19 2
13 20 1
13 21 2
13 22 0
13 23 3
13 24 4
13 25 3
13 26 4
13 27 1
13 28 3
13 29 5
13 30 2
13 31 4
14 0 5
14 1 3
14 2 3
14 3 2
14 4 0
14 5 3
14 6 0
14 7 0
14 8 1
14 9 3
14 10 4
14 11 1
14 12 0
14 13 0
14 14 4
14 15 5
14 16 0
14 17 0
14 18 1
14 19 2
14 20 4
14 21 0
14 22 0
14 23 0
14 24 0
14 25 0
14 26 2
14 27 4
14 28 4
14 29 5
14 30 3
14 31 3
15 0 1
15 1 0
15 2 0
15 3 2
15 4 3
15 5 4
15 6 3
15 7 2
15 8 3
15 9 0
15 10 5
15 11 5
15 12 2
15 13 4
15 14 1
15 15 3
15 16 4
15 17 2
15 18 2
15 19 1
15 20 5
15 21 3
15 22 1
15 23 1
15 24 0
15 25 2
15 26 1
15 27 5
15 28 0
15 29 1
15 30 0
15 31 0
16 0 0
16 1 2
16 2 2
16 3 3
16 4 0
16 5 2
16 6 2
16 7 3
16 8 1
16 9 3
16 10 1
16 11 0
16 12 1
16 13 1
16 14 5
16 15 2
16 16 0
16 17 1
16 18 4
16 19 5
16 20 3
16 21 5
16 22 1
16 23 2
16 24 0
16 25 4
16 26 4
16 27 2
16 28 5
16 29 3
16 30 3
16 31 2
17 0 0
17 1 1
17 2 2
17 3 1
17 4 2
17 5 0
17 6 1
17 7 2
17 8 5
17 9 0
17 10 3
17 11 4
17 12 2
17 13 5
17 14 5
17 15 0
17 16 4
17 17 0
17 18 4
17 19 4
17 20 5
17 21 2
17 22 2
17 23 4
17 24 5
17 25 5
17 26 0
17 27 5
17 28 0
17 29 3
17 30 4
17 31 0
18 0 0
18 1 3
18 2 4
18 3 1
18 4 0
18 5 1
18 6 4
18 7 5
18 8 3
18 9 3
18 10 2
18 11 0
18 12 0
18 13 5
18 14 0
18 15 1
18 16 3
18 17 0
18 18 2
18 19 2
18 20 2
18 21 3
18 22 3
18 23 1
18 24 3
18 25 2
18 26 2
18 27 4
18 28 2
18 29 3
18 30 0
18 31 0
19 0 2
19 1 2
19 2 2
19 3 1
19 4 5
19 5 0
19 6 2
19 7 1
19 8 4
19 9 3
19 10 4
19 11 0
19 12 4
19 13 1
19 14 2
