35 generic
0 0 0
0 1 4
0 2 0
0 3 0
0 4 2
0 5 0
0 6 0
0 7 0
0 8 0
0 9 1
0 10 2
0 11 1
0 12 0
0 13 0
0 14 0
0 15 0
0 16 0
0 17 2
0 18 2
0 19 5
0 20 4
0 21 0
0 22 4
0 23 3
0 24 1
0 25 0
0 26 1
0 27 3
0 28 0
0 29 3
0 30 0
0 31 0
0 32 0
0 33 0
0 34 1
1 0 1
1 1 3
1 2 0
1 3 0
1 4 1
1 5 3
1 6 3
1 7 0
1 8 2
1 9 4
1 10 2
1 11 0
1 12 0
1 13 5
1 14 4
1 15 1
1 16 2
1 17 2
1 18 2
1 19 2
1 20 0
1 21 0
1 22 3
1 23 0
1 24 0
1 25 1
1 26 4
1 27 3
1 28 4
1 29 2
1 30 0
1 31 4
1 32 4
1 33 2
1 34 0
2 0 0
2 1 5
2 2 1
2 3 0
2 4 0
2 5 1
2 6 2
2 7 2
2 8 3
2 9 0
2 10 0
2 11 5
2 12 0
2 13 5
2 14 4
2 15 0
2 16 0
2 17 5
2 18 5
2 19 1
2 20 0
2 21 0
2 22 0
2 23 0
2 24 0
2 25 5
2 26 0
2 27 0
2 28 0
2 29 0
2 30 1
2 31 0
2 32 0
2 33 1
2 34 1
3 0 0
3 1 0
3 2 0
3 3 1
3 4 1
3 5 0
3 6 5
3 7 4
3 8 1
3 9 1
3 10 0
3 11 2
3 12 0
3 13 1
3 14 0
3 15 0
3 16 2
3 17 4
3 18 0
3 19 2
3 20 0
3 21 0
3 22 2
3 23 3
3 24 2
3 25 0
3 26 5
3 27 4
3 28 2
3 29 0
3 30 0
3 31 4
3 32 0
3 33 1
3 34 0
4 0 4
4 1 0
4 2 4
4 3 0
4 4 0
4 5 0
4 6 0
4 7 5
4 8 0
4 9 0
4 10 5
4 11 1
4 12 2
4 13 3
4 14 5
4 15 5
4 16 5
4 17 5
4 18 1
4 19 5
4 20 5
4 21 2
4 22 3
4 23 0
4 24 0
4 25 0
4 26 0
4 27 0
4 28 4
4 29 0
4 30 0
4 31 0
4 32 3
4 33 3
4 34 1
5 0 2
5 1 0
5 2 1
5 3 0
5 4 3
5 5 1
5 6 0
5 7 0
5 8 5
5 9 0
5 10 5
5 11 3
5 12 4
5 13 1
5 14 3
5 15 0
5 16 0
5 17 0
5 18 4
5 19 2
5 20 2
5 21 2
5 22 4
5 23 0
5 24 0
5 25 0
5 26 4
5 27 0
5 28 5
5 29 5
5 30 5
5 31 0
5 32 0
5 33 0
5 34 5
6 0 4
6 1 3
6 2 2
6 3 0
6 4 0
6 5 2
6 6 2
6 7 0
6 8 0
6 9 4
6 10 0
6 11 0
6 12 2
6 13 3
6 14 0
6 15 5
6 16 0
6 17 0
6 18 0
6 19 0
6 20 0
6 21 1
6 22 0
6 23 3
6 24 4
6 25 1
6 26 0
6 27 0
6 28 5
6 29 4
6 30 1
6 31 0
6 32 4
6 33 4
6 34 0
7 0 0
7 1 2
7 2 2
7 3 4
7 4 2
7 5 0
7 6 0
7 7 4
7 8 1
7 9 5
7 10 4
7 11 0
7 12 4
7 13 2
7 14 2
7 15 4
7 16 2
7 17 3
7 18 5
7 19 0
7 20 0
7 21 0
7 22 0
7 23 0
7 24 3
7 25 5
7 26 3
7 27 0
7 28 0
7 29 0
7 30 0
7 31 0
7 32 4
7 33 0
7 34 2
8 0 0
8 1 3
8 2 0
8 3 1
8 4 3
8 5 3
8 6 4
8 7 0
8 8 3
8 9 2
8 10 0
8 11 4
8 12 0
8 13 0
8 14 0
8 15 0
8 16 1
8 17 5
8 18 0
8 19 3
8 20 0
8 21 1
8 22 0
8 23 0
8 24 3
8 25 0
8 26 2
8 27 4
8 28 0
8 29 0
8 30 2
8 31 0
8 32 2
8 33 0
8 34 2
9 0 2
9 1 1
9 2 5
9 3 5
9 4 0
9 5 0
9 6 0
9 7 0
9 8 0
9 9 2
9 10 0
9 11 5
9 12 3
9 13 4
9 14 1
9 15 0
9 16 0
9 17 0
9 18 0
9 19 0
9 20 0
9 21 0
9 22 5
9 23 5
9 24 2
9 25 5
9 26 0
9 27 0
9 28 3
9 29 3
9 30 0
9 31 0
9 32 1
9 33 0
9 34 0
10 0 1
10 1 0
10 2 0
10 3 0
10 4 0
10 5 0
10 6 2
10 7 1
10 8 0
10 9 3
10 10 4
10 11 0
10 12 5
10 13 0
10 14 0
10 15 5
10 16 0
10 17 1
10 18 5
10 19 0
10 20 0
10 21 0
10 22 5
10 23 5
10 24 3
10 25 4
10 26 0
10 27 4
10 28 0
10 29 4
10 30 4
10 31 5
10 32 3
10 33 4
10 34 5
11 0 4
11 1 5
11 2 0
11 3 2
11 4 4
11 5 1
11 6 4
11 7 3
11 8 2
11 9 4
11 10 2
11 11 3
11 12 5
11 13 0
11 14 0
11 15 0
11 16 0
11 17 0
11 18 0
11 19 0
11 20 0
11 21 4
11 22 3
11 23 3
11 24 0
11 25 3
11 26 3
11 27 0
11 28 5
11 29 0
11 30 4
11 31 0
11 32 4
11 33 4
11 34 0
12 0 5
12 1 2
12 2 0
12 3 0
12 4 4
12 5 0
12 6 5
12 7 0
12 8 3
12 9 0
12 10 2
12 11 0
12 12 4
12 13 0
12 14 0
12 15 1
12 16 0
12 17 0
12 18 0
12 19 3
12 20 0
12 21 4
12 22 0
12 23 0
12 24 0
12 25 0
12 26 5
12 27 0
12 28 2
12 29 2
12 30 1
12 31 0
12 32 0
12 33 0
12 34 0
13 0 0
13 1 4
13 2 3
13 3 0
13 4 0
13 5 0
13 6 0
13 7 1
13 8 0
13 9 0
13 10 0
13 11 5
13 12 2
13 13 3
13 14 1
13 15 0
13 16 0
13 17 5
13 18 1
13 19 0
13 20 0
13 21 1
13 22 0
13 23 4
13 24 0
13 25 1
13 26 0
13 27 2
13 28 1
13 29 3
13 30 0
13 31 4
13 32 4
13 33 4
13 34 1
14 0 3
14 1 0
14 2 0
14 3 0
14 4 1
14 5 0
14 6 1
14 7 1
14 8 0
14 9 0
14 10 0
14 11 0
14 12 0
14 13 3
14 14 1
14 15 2
14 16 0
14 17 5
14 18 2
14 19 1
14 20 2
14 21 0
14 22 1
14 23 2
14 24 1
14 25 5
14 26 4
14 27 5
14 28 5
14 29 0
14 30 0
14 31 2
14 32 4
14 33 0
14 34 4
15 0 0
15 1 0
15 2 0
15 3 2
15 4 3
15 5 0
15 6 0
15 7 0
15 8 0
15 9 0
15 10 3
15 11 0
15 12 0
15 13 0
15 14 1
15 15 0
15 16 0
15 17 0
15 18 2
15 19 3
15 20 2
15 21 0
15 22 0
15 23 4
15 24 1
15 25 5
15 26 0
15 27 0
15 28 1
15 29 0
15 30 1
15 31 0
15 32 4
15 33 2
15 34 1
16 0 0
16 1 4
16 2 1
16 3 0
16 4 2
16 5 5
16 6 2
16 7 0
16 8 0
16 9 0
16 10 0
16 11 3
16 12 3
16 13 3
16 14 0
16 15 0
16 16 3
16 17 4
16 18 0
16 19 0
16 20 0
16 21 0
16 22 5
16 23 0
16 24 0
16 25 1
16 26 0
16 27 5
16 28 1
16 29 0
16 30 4
16 31 1
16 32 0
16 33 3
16 34 3
17 0 1
17 1 0
17 2 1
17 3 1
17 4 1
17 5 1
17 6 0
17 7 5
17 8 5
17 9 0
17 10 1
17 11 0
17 12 0
17 13 0
17 14 0
17 15 5
17 16 0
17 17 0
17 18 0
17 19 4
17 20 3
17 21 3
17 22 3
17 23 1
17 24 0
17 25 0
17 26 1
17 27 0
17 28 0
17 29 4
17 30 5
17 31 3
17 32 5
17 33 0
17 34 1
18 0 0
18 1 0
18 2 0
18 3 3
18 4 3
18 5 0
18 6 0
18 7 0
18 8 3
18 9 0
18 10 1
18 11 0
18 12 0
18 13 5
18 14 0
18 15 1
18 16 0
18 17 5
18 18 0
18 19 1
18 20 0
18 21 0
18 22 0
18 23 3
18 24 0
18 25 2
18 26 0
18 27 3
18 28 4
18 29 4
18 30 1
18 31 4
18 32 0
18 33 4
18 34 3
19 0 0
19 1 2
19 2 0
19 3 0
19 4 0
19 5 0
19 6 1
19 7 0
19 8 0
19 9 3
19 10 0
19 11 5
19 12 0
19 13 2
19 14 2
19 15 0
19 16 0
19 17 0
19 18 0
19 19 0
19 20 3
19 21 1
19 22 0
19 23 2
19 24 1
19 25 3
19 26 4
19 27 5
19 28 2
19 29 0
19 30 0
19 31 0
19 32 0
19 33 0
19 34 0
20 0 0
20 1 3
20 2 2
20 3 4
20 4 2
20 5 5
20 6 2
20 7 5
20 8 0
20 9 4
20 10 0
20 11 5
20 12 2
20 13 0
20 14 4
20 15 0
20 16 0
20 17 1
20 18 0
20 19 0
20 20 0
20 21 1
20 22 1
20 23 0
20 24 0
20 25 1
20 26 0
20 27 0
20 28 5
20 29 0
20 30 1
20 31 3
20 32 2
20 33 0
20 34 5
21 0 4
21 1 5
21 2 3
21 3 1
21 4 0
21 5 0
21 6 4
21 7 0
21 8 3
21 9 5
21 10 0
21 11 4
21 12 2
21 13 0
21 14 4
21 15 0
21 16 2
21 17 1
21 18 0
21 19 1
21 20 1
21 21 0
21 22 1
21 23 0
21 24 1
21 25 4
21 26 2
21 27 0
21 28 2
21 29 2
21 30 0
21 31 4
21 32 1
21 33 0
21 34 0
22 0 1
22 1 0
22 2 4
22 3 2
22 4 2
22 5 0
22 6 4
22 7 3
22 8 4
22 9 4
22 10 0
22 11 0
22 12 2
22 13 0
22 14 0
22 15 0
22 16 2
22 17 0
22 18 5
22 19 2
22 20 0
22 21 2
22 22 3
22 23 2
22 24 3
22 25 0
22 26 0
22 27 0
22 28 0
22 29 0
22 30 2
22 31 3
22 32 2
22 33 4
22 34 0
23 0 0
23 1 0
23 2 0
23 3 0
23 4 1
23 5 0
23 6 0
23 7 0
23 8 1
23 9 0
23 10 0
23 11 2
23 12 0
23 13 0
23 14 0
23 15 2
23 16 0
23 17 0
23 18 0
23 19 0
23 20 0
23 21 0
23 22 0
23 23 4
23 24 2
23 25 1
23 26 0
23 27 3
23 28 0
23 29 0
23 30 0
23 31 2
23 32 1
23 33 0
23 34 3
24 0 0
24 1 2
24 2 0
24 3 3
24 4 2
24 5 0
24 6 0
24 7 0
24 8 5
24 9 1
24 10 0
24 11 0
24 12 1
24 13 4
24 14 0
24 15 0
24 16 0
24 17 1
24 18 4
24 19 2
24 20 3
24 21 5
24 22 1
24 23 0
24 24 0
24 25 0
24 26 1
24 27 0
24 28 0
24 29 1
24 30 1
24 31 0
24 32 0
24 33 0
24 34 5
25 0 4
25 1 0
25 2 0
25 3 0
25 4 3
25 5 0
25 6 0
25 7 0
25 8 0
25 9 3
25 10 0
25 11 2
25 12 3
25 13 5
25 14 5
25 15 0
25 16 0
25 17 3
25 18 4
25 19 4
25 20 0
25 21 0
25 22 0
25 23 1
25 24 3
25 25 5
25 26 0
25 27 0
25 28 3
25 29 0
25 30 0
25 31 0
25 32 0
25 33 0
25 34 3
26 0 0
26 1 0
26 2 4
26 3 0
26 4 0
26 5 0
26 6 0
26 7 0
26 8 5
26 9 0
26 10 0
26 11 0
26 12 0
26 13 0
26 14 0
26 15 2
26 16 0
26 17 4
26 18 0
26 19 0
26 20 2
26 21 3
26 22 5
26 23 2
26 24 0
26 25 0
26 26 0
26 27 5
26 28 4
26 29 0
26 30 3
26 31 1
26 32 0
26 33 0
26 34 0
27 0 0
27 1 3
27 2 5
27 3 3
27 4 5
27 5 3
27 6 1
27 7 0
27 8 0
27 9 4
27 10 0
27 11 5
27 12 0
27 13 3
27 14 1
27 15 3
27 16 3
27 17 0
27 18 0
27 19 0
27 20 1
27 21 3
27 22 3
27 23 3
27 24 0
27 25 0
27 26 3
27 27 0
27 28 0
27 29 0
27 30 0
27 31 0
27 32 3
27 33 0
27 34 3
28 0 2
28 1 0
28 2 0
28 3 2
28 4 0
