35 binary
0 0 1
0 1 0
0 2 0
0 3 0
0 4 0
0 5 1
0 6 1
0 7 1
0 8 0
0 9 0
0 10 0
0 11 1
0 12 1
0 13 0
0 14 1
0 15 1
0 16 1
0 17 0
0 18 1
0 19 1
0 20 1
0 21 0
0 22 0
0 23 0
0 24 0
0 25 0
0 26 1
0 27 0
0 28 1
0 29 1
0 30 1
0 31 1
0 32 1
0 33 0
0 34 1
1 0 1
1 1 1
1 2 0
1 3 0
1 4 0
1 5 1
1 6 1
1 7 0
1 8 0
1 9 1
1 10 0
1 11 1
1 12 1
1 13 0
1 14 1
1 15 0
1 16 0
1 17 0
1 18 1
1 19 1
1 20 1
1 21 0
1 22 0
1 23 0
1 24 0
1 25 0
1 26 0
1 27 1
1 28 0
1 29 1
1 30 0
1 31 1
1 32 0
1 33 1
1 34 1
2 0 1
2 1 0
2 2 1
2 3 1
2 4 0
2 5 1
2 6 1
2 7 0
2 8 1
2 9 0
2 10 1
2 11 0
2 12 0
2 13 0
2 14 1
2 15 1
2 16 1
2 17 0
2 18 0
2 19 1
2 20 0
2 21 1
2 22 0
2 23 1
2 24 0
2 25 1
2 26 0
2 27 1
2 28 1
2 29 1
2 30 1
2 31 0
2 32 1
2 33 0
2 34 1
3 0 1
3 1 0
3 2 0
3 3 0
3 4 1
3 5 0
3 6 0
3 7 0
3 8 1
3 9 1
3 10 0
3 11 0
3 12 0
3 13 1
3 14 0
3 15 1
3 16 0
3 17 1
3 18 1
3 19 1
3 20 0
3 21 0
3 22 0
3 23 1
3 24 0
3 25 1
3 26 0
3 27 1
3 28 0
3 29 1
3 30 1
3 31 1
3 32 1
3 33 0
3 34 0
4 0 0
4 1 0
4 2 1
4 3 1
4 4 0
4 5 1
4 6 0
4 7 0
4 8 1
4 9 0
4 10 0
4 11 0
4 12 1
4 13 0
4 14 0
4 15 1
4 16 0
4 17 1
4 18 0
4 19 1
4 20 1
4 21 1
4 22 0
4 23 0
4 24 0
4 25 0
4 26 1
4 27 0
4 28 1
4 29 0
4 30 1
4 31 1
4 32 1
4 33 1
4 34 1
5 0 0
5 1 1
5 2 0
5 3 1
5 4 1
5 5 0
5 6 0
5 7 0
5 8 0
5 9 1
5 10 1
5 11 0
5 12 1
5 13 1
5 14 0
5 15 1
5 16 1
5 17 1
5 18 1
5 19 0
5 20 1
5 21 0
5 22 0
5 23 0
5 24 0
5 25 1
5 26 0
5 27 1
5 28 1
5 29 0
5 30 1
5 31 1
5 32 0
5 33 1
5 34 1
6 0 0
6 1 0
6 2 0
6 3 1
6 4 0
6 5 0
6 6 1
6 7 1
6 8 1
6 9 0
6 10 0
6 11 1
6 12 0
6 13 0
6 14 1
6 15 0
6 16 1
6 17 1
6 18 1
6 19 0
6 20 1
6 21 1
6 22 1
6 23 0
6 24 1
6 25 0
6 26 0
6 27 1
6 28 1
6 29 0
6 30 1
6 31 0
6 32 1
6 33 0
6 34 1
7 0 1
7 1 1
7 2 1
7 3 1
7 4 1
7 5 0
7 6 0
7 7 1
7 8 0
7 9 1
7 10 0
7 11 0
7 12 0
7 13 1
7 14 0
7 15 1
7 16 0
7 17 1
7 18 1
7 19 0
7 20 1
7 21 0
7 22 0
7 23 0
7 24 1
7 25 1
7 26 0
7 27 0
7 28 1
7 29 0
7 30 0
7 31 1
7 32 1
7 33 0
7 34 1
8 0 0
8 1 1
8 2 0
8 3 1
8 4 0
8 5 1
8 6 0
8 7 1
8 8 1
8 9 1
8 10 1
8 11 1
8 12 1
8 13 0
8 14 0
8 15 0
8 16 1
8 17 1
8 18 1
8 19 0
8 20 1
8 21 1
8 22 1
8 23 0
8 24 1
8 25 0
8 26 1
8 27 1
8 28 0
8 29 0
8 30 1
8 31 1
8 32 0
8 33 0
8 34 1
9 0 1
9 1 1
9 2 0
9 3 0
9 4 1
9 5 0
9 6 1
9 7 1
9 8 0
9 9 0
9 10 0
9 11 1
9 12 0
9 13 1
9 14 1
9 15 1
9 16 0
9 17 1
9 18 0
9 19 0
9 20 0
9 21 1
9 22 1
9 23 0
9 24 0
9 25 0
9 26 0
9 27 0
9 28 0
9 29 0
9 30 0
9 31 1
9 32 0
9 33 0
9 34 1
10 0 1
10 1 1
10 2 0
10 3 0
10 4 0
10 5 1
10 6 1
10 7 0
10 8 0
10 9 1
10 10 1
10 11 1
10 12 0
10 13 0
10 14 0
10 15 0
10 16 0
10 17 0
10 18 1
10 19 1
10 20 1
10 21 0
10 22 0
10 23 1
10 24 0
10 25 1
10 26 0
10 27 1
10 28 0
10 29 1
10 30 1
10 31 0
10 32 1
10 33 0
10 34 1
11 0 0
11 1 0
11 2 1
11 3 0
11 4 0
11 5 1
11 6 1
11 7 0
11 8 0
11 9 0
11 10 1
11 11 1
11 12 1
11 13 1
11 14 1
11 15 0
11 16 0
11 17 0
11 18 0
11 19 0
11 20 1
11 21 1
11 22 1
11 23 0
11 24 1
11 25 0
11 26 0
11 27 1
11 28 0
11 29 0
11 30 1
11 31 1
11 32 0
11 33 0
11 34 0
12 0 0
12 1 1
12 2 1
12 3 1
12 4 0
12 5 0
12 6 0
12 7 0
12 8 0
12 9 1
12 10 0
12 11 0
12 12 0
12 13 1
12 14 0
12 15 0
12 16 0
12 17 1
12 18 0
12 19 0
12 20 1
12 21 1
12 22 0
12 23 0
12 24 1
12 25 0
12 26 1
12 27 0
12 28 1
12 29 1
12 30 0
12 31 0
12 32 1
12 33 1
12 34 0
13 0 0
13 1 0
13 2 1
13 3 0
13 4 1
13 5 1
13 6 0
13 7 1
13 8 1
13 9 1
13 10 1
13 11 0
13 12 1
13 13 0
13 14 1
13 15 1
13 16 1
13 17 1
13 18 0
13 19 0
13 20 0
13 21 1
13 22 1
13 23 0
13 24 1
13 25 0
13 26 0
13 27 1
13 28 0
13 29 1
13 30 1
13 31 0
13 32 0
13 33 0
13 34 0
14 0 0
14 1 0
14 2 1
14 3 1
14 4 0
14 5 0
14 6 0
14 7 0
14 8 1
14 9 0
14 10 0
14 11 0
14 12 0
14 13 0
14 14 0
14 15 0
14 16 1
14 17 0
14 18 1
14 19 0
14 20 0
14 21 1
14 22 1
14 23 1
14 24 0
14 25 1
14 26 0
14 27 1
14 28 0
14 29 1
14 30 1
14 31 0
14 32 0
14 33 0
14 34 0
15 0 1
15 1 0
15 2 0
15 3 0
15 4 1
15 5 1
15 6 0
15 7 1
15 8 1
15 9 0
15 10 0
15 11 0
15 12 0
15 13 0
15 14 1
15 15 1
15 16 0
15 17 1
15 18 1
15 19 1
15 20 0
15 21 1
15 22 1
15 23 1
15 24 1
15 25 0
15 26 0
15 27 0
15 28 0
15 29 1
15 30 1
15 31 1
15 32 1
15 33 0
15 34 1
16 0 1
16 1 0
16 2 1
16 3 1
16 4 0
16 5 0
16 6 1
16 7 0
16 8 0
16 9 1
16 10 1
16 11 0
16 12 0
16 13 0
16 14 0
16 15 0
16 16 0
16 17 0
16 18 1
16 19 0
16 20 0
16 21 0
16 22 0
16 23 0
16 24 1
16 25 1
16 26 0
16 27 0
16 28 1
16 29 0
16 30 1
16 31 1
16 32 1
16 33 0
16 34 0
17 0 0
17 1 1
17 2 0
17 3 1
17 4 0
17 5 0
17 6 1
17 7 1
17 8 0
17 9 0
17 10 0
17 11 1
17 12 0
17 13 1
17 14 1
17 15 0
17 16 0
17 17 1
17 18 0
17 19 0
17 20 1
17 21 1
17 22 1
17 23 0
17 24 0
17 25 1
17 26 1
17 27 0
17 28 1
17 29 1
17 30 0
17 31 0
17 32 0
17 33 0
17 34 0
18 0 1
18 1 0
18 2 0
18 3 0
18 4 1
18 5 0
18 6 0
18 7 0
18 8 0
18 9 1
18 10 1
18 11 0
18 12 1
18 13 1
18 14 1
18 15 0
18 16 1
18 17 1
18 18 0
18 19 0
18 20 0
18 21 0
18 22 0
18 23 0
18 24 0
18 25 1
18 26 1
18 27 1
18 28 1
18 29 1
18 30 1
18 31 1
18 32 1
18 33 0
18 34 1
19 0 0
19 1 0
19 2 1
19 3 0
19 4 1
19 5 0
19 6 1
19 7 0
19 8 1
19 9 1
19 10 0
19 11 0
19 12 1
19 13 0
19 14 1
19 15 0
19 16 0
19 17 0
19 18 1
19 19 0
19 20 1
19 21 1
19 22 0
19 23 0
19 24 1
19 25 1
19 26 1
19 27 1
19 28 1
19 29 0
19 30 0
19 31 0
19 32 1
19 33 1
19 34 1
20 0 1
20 1 1
20 2 1
20 3 0
20 4 0
20 5 0
20 6 1
20 7 1
20 8 0
20 9 1
20 10 1
20 11 1
20 12 0
20 13 0
20 14 0
20 15 1
20 16 0
20 17 0
20 18 0
20 19 1
20 20 0
20 21 0
20 22 1
20 23 1
20 24 0
20 25 0
20 26 1
20 27 1
20 28 0
20 29 0
20 30 1
20 31 1
20 32 0
20 33 1
20 34 1
21 0 0
21 1 0
21 2 1
21 3 1
21 4 1
21 5 1
21 6 0
21 7 1
21 8 0
21 9 1
21 10 0
21 11 0
21 12 0
21 13 1
21 14 1
21 15 1
21 16 1
21 17 0
21 18 0
21 19 1
21 20 1
21 21 0
21 22 1
21 23 1
21 24 1
21 25 0
21 26 1
21 27 1
21 28 0
21 29 1
21 30 1
21 31 0
21 32 1
21 33 1
21 34 1
22 0 1
22 1 1
22 2 0
22 3 1
22 4 0
22 5 1
22 6 0
22 7 1
22 8 1
22 9 1
22 10 0
22 11 0
22 12 1
22 13 0
22 14 0
22 15 1
22 16 0
22 17 1
22 18 1
22 19 0
22 20 1
22 21 1
22 22 1
22 23 1
22 24 0
22 25 0
22 26 0
22 27 0
22 28 1
22 29 1
22 30 1
22 31 1
22 32 1
22 33 0
22 34 1
23 0 1
23 1 1
23 2 0
23 3 0
23 4 0
23 5 0
23 6 0
23 7 0
23 8 1
23 9 0
23 10 1
23 11 0
23 12 0
23 13 1
23 14 0
23 15 0
23 16 1
23 17 1
23 18 0
23 19 0
23 20 1
23 21 1
23 22 1
23 23 1
23 24 1
23 25 0
23 26 0
23 27 1
23 28 0
23 29 1
23 30 1
23 31 1
23 32 0
23 33 1
23 34 1
24 0 0
24 1 1
24 2 1
24 3 1
24 4 0
24 5 1
24 6 1
24 7 0
24 8 0
24 9 1
24 10 0
24 11 0
24 12 0
24 13 1
24 14 0
24 15 0
24 16 0
24 17 1
24 18 1
24 19 1
24 20 1
24 21 1
24 22 0
24 23 0
24 24 0
24 25 0
24 26 0
24 27 0
24 28 0
24 29 0
24 30 0
24 31 0
24 32 0
24 33 1
24 34 0
25 0 0
25 1 0
25 2 0
25 3 1
25 4 0
25 5 0
25 6 1
25 7 0
25 8 0
25 9 0
25 10 0
25 11 0
25 12 1
25 13 0
25 14 1
25 15 1
25 16 0
25 17 1
25 18 0
25 19 0
25 20 0
25 21 0
25 22 0
25 23 0
25 24 0
25 25 0
25 26 0
25 27 1
25 28 0
25 29 0
25 30 0
25 31 1
25 32 1
25 33 0
25 34 1
26 0 0
26 1 0
26 2 0
26 3 1
26 4 1
26 5 0
26 6 0
26 7 1
26 8 0
26 9 1
26 10 0
26 11 0
26 12 0
26 13 1
26 14 1
26 15 1
26 16 1
26 17 0
26 18 1
26 19 1
26 20 0
26 21 1
26 22 1
26 23 0
26 24 0
26 25 0
26 26 1
26 27 1
26 28 1
26 29 0
26 30 0
26 31 0
26 32 0
26 33 0
26 34 0
27 0 0
27 1 0
27 2 1
27 3 1
27 4 1
27 5 0
27 6 1
27 7 0
27 8 1
27 9 0
27 10 0
27 11 1
27 12 0
27 13 0
27 14 0
27 15 1
27 16 0
27 17 1
27 18 1
27 19 0
27 20 0
27 21 0
27 22 1
27 23 1
27 24 1
27 25 0
27 26 1
27 27 0
27 28 1
27 29 0
27 30 1
27 31 0
27 32 1
27 33 0
27 34 1
28 0 0
28 1 0
28 2 0
28 3 1
28 4 0
28 5 1
28 6 0
28 7 1
28 8 1
28 9 0
28 10 1
28 11 1
28 12 0
28 13 0
28 14 1
28 15 0
28 16 0
28 17 0
28 18 1
28 19 0
28 20 1
28 21 0
28 22 0
28 23 0
28 24 0
28 25 1
28 26 0
28 27 0
28 28 0
28 29 0
28 30 1
28 31 0
28 32 0
28 33 1
28 34 0
29 0 0
29 1 0
29 2 1
29 3 1
29 4 1
29 5 1
29 6 1
29 7 1
29 8 0
29 9 0
29 10 1
29 11 1
29 12 1
29 13 0
29 14 0
29 15 0
29 16 0
29 17 0
29 18 1
29 19 1
29 20 0
29 21 1
29 22 0
29 23 0
29 24 0
29 25 0
29 26 1
29 27 1
29 28 0
29 29 0
29 30 1
29 31 0
29 32 0
29 33 0
29 34 1
30 0 1
30 1 1
30 2 1
30 3 1
30 4 0
30 5 1
30 6 1
30 7 1
30 8 0
30 9 1
30 10 1
30 11 1
30 12 0
30 13 1
30 14 1
30 15 0
30 16 1
30 17 1
30 18 1
30 19 1
30 20 1
30 21 1
30 22 0
30 23 0
30 24 1
30 25 0
30 26 1
30 27 0
30 28 1
30 29 0
30 30 1
30 31 1
30 32 0
30 33 1
30 34 1
31 0 0
31 1 0
31 2 0
31 3 0
31 4 0
31 5 1
31 6 1
31 7 0
31 8 0
31 9 0
31 10 0
31 11 0
31 12 1
31 13 0
31 14 1
31 15 0
31 16 1
31 17 0
31 18 0
31 19 1
31 20 1
31 21 1
31 22 0
31 23 1
31 24 1
31 25 1
31 26 0
31 27 0
31 28 1
31 29 0
31 30 0
31 31 1
31 32 0
31 33 1
31 34 1
32 0 1
32 1 1
32 2 0
32 3 0
32 4 0
32 5 1
32 6 1
32 7 0
32 8 0
32 9 0
32 10 0
32 11 1
32 12 1
32 13 1
32 14 1
32 15 0
32 16 1
32 17 1
32 18 0
32 19 0
32 20 1
32 21 1
32 22 1
32 23 1
32 24 0
32 25 0
32 26 0
32 27 1
32 28 1
32 29 0
32 30 0
32 31 1
32 32 0
32 33 0
32 34 0
33 0 1
33 1 1
33 2 0
33 3 0
33 4 1
33 5 1
33 6 1
33 7 1
33 8 0
33 9 1
33 10 1
33 11 1
33 12 0
33 13 1
33 14 1
33 15 0
33 16 0
33 17 0
33 18 1
33 19 1
33 20 0
33 21 0
33 22 1
33 23 1
33 24 0
33 25 1
33 26 1
33 27 1
33 28 0
33 29 0
33 30 1
33 31 0
33 32 0
33 33 0
33 34 1
34 0 0
34 1 1
34 2 1
34 3 0
34 4 0
34 5 1
34 6 0
34 7 1
34 8 0
34 9 1
34 10 0
34 11 0
34 12 1
34 13 0
34 14 0
34 15 1
34 16 0
34 17 1
34 18 1
34 19 1
34 20 0
34 21 1
34 22 0
34 23 1
34 24 0
34 25 0
34 26 0
34 27 1
34 28 1
34 29 0
34 30 0
34 31 1
34 32 1
34 33 0
34 34 1
